Problem ID,Problem Name,Acceptance Rate,Difficulty,Topics
364,Nested List Weight Sum II,65.1,Medium,"Stack, Depth-First Search, Breadth-First Search"
365,Water and Jug Problem,40.6,Medium,"Math, Depth-First Search, Breadth-First Search"
366,Find Leaves of Binary Tree,80.6,Medium,"Tree, Depth-First Search, Binary Tree"
367,Valid Perfect Square,43.6,Easy,"Math, Binary Search"
368,Largest Divisible Subset,45.3,Medium,"Array, Math, Dynamic Programming, Sorting"
369,Plus One Linked List,61,Medium,"Linked List, Math"
370,Range Addition,71.6,Medium,"Array, Prefix Sum"
371,Sum of Two Integers,51.9,Medium,"Math, Bit Manipulation"
372,Super Pow,35.2,Medium,"Math, Divide and Conquer"
373,Find K Pairs with Smallest Sums,40,Medium,"Array, Heap (Priority Queue)"
374,Guess Number Higher or Lower,53.6,Easy,"Binary Search, Interactive"
375,Guess Number Higher or Lower II,49,Medium,"Math, Dynamic Programming, Game Theory"
376,Wiggle Subsequence,48.5,Medium,"Array, Dynamic Programming, Greedy"
377,Combination Sum IV,54.2,Medium,"Array, Dynamic Programming"
378,Kth Smallest Element in a Sorted Matrix,62.5,Medium,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix"
379,Design Phone Directory,51.7,Medium,"Array, Hash Table, Linked List, Design, Queue"
380,Insert Delete GetRandom O(1),54.4,Medium,"Array, Hash Table, Math, Design, Randomized"
381,Insert Delete GetRandom O(1) - Duplicates allowed,35.5,Hard,"Array, Hash Table, Math, Design, Randomized"
382,Linked List Random Node,63.2,Medium,"Linked List, Math, Reservoir Sampling, Randomized"
383,Ransom Note,61.5,Easy,"Hash Table, String, Counting"
384,Shuffle an Array,58.3,Medium,"Array, Math, Randomized"
385,Mini Parser,38.2,Medium,"String, Stack, Depth-First Search"
386,Lexicographical Numbers,64,Medium,"Depth-First Search, Trie"
387,First Unique Character in a String,62.2,Easy,"Hash Table, String, Queue, Counting"
388,Longest Absolute File Path,47.4,Medium,"String, Stack, Depth-First Search"
389,Find the Difference,59.7,Easy,"Hash Table, String, Bit Manipulation, Sorting"
390,Elimination Game,45.7,Medium,"Math, Recursion"
391,Perfect Rectangle,33.7,Hard,"Array, Line Sweep"
392,Is Subsequence,48,Easy,"Two Pointers, String, Dynamic Programming"
393,UTF-8 Validation,45.2,Medium,"Array, Bit Manipulation"
394,Decode String,59.2,Medium,"String, Stack, Recursion"
395,Longest Substring with At Least K Repeating Characters,45,Medium,"Hash Table, String, Divide and Conquer, Sliding Window"
396,Rotate Function,42.6,Medium,"Array, Math, Dynamic Programming"
397,Integer Replacement,35.7,Medium,"Dynamic Programming, Greedy, Bit Manipulation, Memoization"
398,Random Pick Index,63.4,Medium,"Hash Table, Math, Reservoir Sampling, Randomized"
399,Evaluate Division,61.7,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Graph, Shortest Path"
400,Nth Digit,34.8,Medium,"Math, Binary Search"
401,Binary Watch,54.5,Easy,"Backtracking, Bit Manipulation"
402,Remove K Digits,33.6,Medium,"String, Stack, Greedy, Monotonic Stack"
403,Frog Jump,46.1,Hard,"Array, Dynamic Programming"
404,Sum of Left Leaves,60.6,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
405,Convert a Number to Hexadecimal,48.5,Easy,"Math, Bit Manipulation"
406,Queue Reconstruction by Height,73.5,Medium,"Array, Greedy, Binary Indexed Tree, Segment Tree, Sorting"
407,Trapping Rain Water II,47.9,Hard,"Array, Breadth-First Search, Heap (Priority Queue), Matrix"
408,Valid Word Abbreviation,35.8,Easy,"Two Pointers, String"
409,Longest Palindrome,53.9,Easy,"Hash Table, String, Greedy"
410,Split Array Largest Sum,55.4,Hard,"Array, Binary Search, Dynamic Programming, Greedy"
411,Minimum Unique Word Abbreviation,39.7,Hard,"String, Backtracking, Bit Manipulation"
412,Fizz Buzz,72.2,Easy,"Math, String, Simulation"
413,Arithmetic Slices,65,Medium,"Array, Dynamic Programming"
414,Third Maximum Number,35,Easy,"Array, Sorting"
415,Add Strings,51.7,Easy,"Math, String, Simulation"
416,Partition Equal Subset Sum,46.3,Medium,"Array, Dynamic Programming"
417,Pacific Atlantic Water Flow,55.3,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix"
418,Sentence Screen Fitting,36.2,Medium,"String, Dynamic Programming, Simulation"
419,Battleships in a Board,75.4,Medium,"Array, Depth-First Search, Matrix"
420,Strong Password Checker,13.7,Hard,"String, Greedy, Heap (Priority Queue)"
421,Maximum XOR of Two Numbers in an Array,53.2,Medium,"Array, Hash Table, Bit Manipulation, Trie"
422,Valid Word Square,41.1,Easy,"Array, Matrix"
423,Reconstruct Original Digits from English,51.1,Medium,"Hash Table, Math, String"
424,Longest Repeating Character Replacement,54,Medium,"Hash Table, String, Sliding Window"
425,Word Squares,53.4,Hard,"Array, String, Backtracking, Trie"
426,Convert Binary Search Tree to Sorted Doubly Linked List,64.8,Medium,"Linked List, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree, Doubly-Linked List"
427,Construct Quad Tree,75.4,Medium,"Array, Divide and Conquer, Tree, Matrix"
428,Serialize and Deserialize N-ary Tree,67.1,Hard,"String, Tree, Depth-First Search, Breadth-First Search"
429,N-ary Tree Level Order Traversal,70.8,Medium,"Tree, Breadth-First Search"
430,Flatten a Multilevel Doubly Linked List,60.1,Medium,"Linked List, Depth-First Search, Doubly-Linked List"
431,Encode N-ary Tree to Binary Tree,79.5,Hard,"Tree, Depth-First Search, Breadth-First Search, Design, Binary Tree"
432,All O`one Data Structure,36.8,Hard,"Hash Table, Linked List, Design, Doubly-Linked List"
433,Minimum Genetic Mutation,53.8,Medium,"Hash Table, String, Breadth-First Search"
434,Number of Segments in a String,36.3,Easy,String
435,Non-overlapping Intervals,53.3,Medium,"Array, Dynamic Programming, Greedy, Sorting"
436,Find Right Interval,52.1,Medium,"Array, Binary Search, Sorting"
437,Path Sum III,46.3,Medium,"Tree, Depth-First Search, Binary Tree"
438,Find All Anagrams in a String,50.9,Medium,"Hash Table, String, Sliding Window"
439,Ternary Expression Parser,60.8,Medium,"String, Stack, Recursion"
440,K-th Smallest in Lexicographical Order,32.3,Hard,Trie
441,Arranging Coins,46.6,Easy,"Math, Binary Search"
442,Find All Duplicates in an Array,75.7,Medium,"Array, Hash Table"
443,String Compression,54.5,Medium,"Two Pointers, String"
444,Sequence Reconstruction,28.2,Medium,"Array, Graph, Topological Sort"
445,Add Two Numbers II,61.2,Medium,"Linked List, Math, Stack"
446,Arithmetic Slices II - Subsequence,54.6,Hard,"Array, Dynamic Programming"
447,Number of Boomerangs,55.5,Medium,"Array, Hash Table, Math"
448,Find All Numbers Disappeared in an Array,61,Easy,"Array, Hash Table"
449,Serialize and Deserialize BST,57.7,Medium,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Search Tree, Binary Tree"
450,Delete Node in a BST,51.3,Medium,"Tree, Binary Search Tree, Binary Tree"
451,Sort Characters By Frequency,72.6,Medium,"Hash Table, String, Sorting, Heap (Priority Queue), Bucket Sort, Counting"
452,Minimum Number of Arrows to Burst Balloons,59,Medium,"Array, Greedy, Sorting"
453,Minimum Moves to Equal Array Elements,56.7,Medium,"Array, Math"
454,4Sum II,57.3,Medium,"Array, Hash Table"
455,Assign Cookies,52.6,Easy,"Array, Greedy, Sorting"
456,132 Pattern,33.8,Medium,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set"
457,Circular Array Loop,34.1,Medium,"Array, Hash Table, Two Pointers"
458,Poor Pigs,59.7,Hard,"Math, Dynamic Programming, Combinatorics"
459,Repeated Substring Pattern,46.1,Easy,"String, String Matching"
460,LFU Cache,44.2,Hard,"Hash Table, Linked List, Design, Doubly-Linked List"
461,Hamming Distance,75.4,Easy,Bit Manipulation
462,Minimum Moves to Equal Array Elements II,60.1,Medium,"Array, Math, Sorting"
463,Island Perimeter,72.6,Easy,"Array, Depth-First Search, Breadth-First Search, Matrix"
464,Can I Win,29.7,Medium,"Math, Dynamic Programming, Bit Manipulation, Memoization, Game Theory, Bitmask"
465,Optimal Account Balancing,49.5,Hard,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
466,Count The Repetitions,30.2,Hard,"String, Dynamic Programming"
467,Unique Substrings in Wraparound String,39.7,Medium,"String, Dynamic Programming"
468,Validate IP Address,27,Medium,String
469,Convex Polygon,39.4,Medium,"Math, Geometry"
470,Implement Rand10() Using Rand7(),45.9,Medium,"Math, Rejection Sampling, Randomized, Probability and Statistics"
471,Encode String with Shortest Length,50.4,Hard,"String, Dynamic Programming"
472,Concatenated Words,49.4,Hard,"Array, String, Dynamic Programming, Depth-First Search, Trie"
473,Matchsticks to Square,40.3,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
474,Ones and Zeroes,47.6,Medium,"Array, String, Dynamic Programming"
475,Heaters,37.9,Medium,"Array, Two Pointers, Binary Search, Sorting"
476,Number Complement,67.7,Easy,Bit Manipulation
477,Total Hamming Distance,52.7,Medium,"Array, Math, Bit Manipulation"
478,Generate Random Point in a Circle,39.8,Medium,"Math, Geometry, Rejection Sampling, Randomized"
479,Largest Palindrome Product,33.3,Hard,Math
480,Sliding Window Median,39.1,Hard,"Array, Hash Table, Sliding Window, Heap (Priority Queue)"
481,Magical String,51.3,Medium,"Two Pointers, String"
482,License Key Formatting,43.8,Easy,String
483,Smallest Good Base,40.7,Hard,"Math, Binary Search"
484,Find Permutation,66.9,Medium,"Array, Stack, Greedy"
485,Max Consecutive Ones,59.2,Easy,Array
486,Predict the Winner,55.4,Medium,"Array, Math, Dynamic Programming, Recursion, Game Theory"
487,Max Consecutive Ones II,50.4,Medium,"Array, Dynamic Programming, Sliding Window"
488,Zuma Game,32.7,Hard,"String, Dynamic Programming, Breadth-First Search, Memoization"
489,Robot Room Cleaner,76.7,Hard,"Backtracking, Interactive"
490,The Maze,57.9,Medium,"Depth-First Search, Breadth-First Search, Graph"
491,Non-decreasing Subsequences,60.7,Medium,"Array, Hash Table, Backtracking, Bit Manipulation"
492,Construct the Rectangle,57.7,Easy,Math
493,Reverse Pairs,30.6,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
494,Target Sum,46.9,Medium,"Array, Dynamic Programming, Backtracking"
495,Teemo Attacking,56.6,Easy,"Array, Simulation"
496,Next Greater Element I,72.2,Easy,"Array, Hash Table, Stack, Monotonic Stack"
497,Random Point in Non-overlapping Rectangles,40,Medium,"Math, Binary Search, Reservoir Sampling, Prefix Sum, Ordered Set, Randomized"
498,Diagonal Traverse,60.3,Medium,"Array, Matrix, Simulation"
499,The Maze III,48.8,Hard,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
500,Keyboard Row,70.7,Easy,"Array, Hash Table, String"
501,Find Mode in Binary Search Tree,56.1,Easy,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
502,IPO,49.5,Hard,"Array, Greedy, Sorting, Heap (Priority Queue)"
503,Next Greater Element II,63.9,Medium,"Array, Stack, Monotonic Stack"
504,Base 7,50.1,Easy,Math
505,The Maze II,53.4,Medium,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path"
506,Relative Ranks,71.6,Easy,"Array, Sorting, Heap (Priority Queue)"
507,Perfect Number,40.5,Easy,Math
508,Most Frequent Subtree Sum,66.4,Medium,"Hash Table, Tree, Depth-First Search, Binary Tree"
509,Fibonacci Number,71.1,Easy,"Math, Dynamic Programming, Recursion, Memoization"
510,Inorder Successor in BST II,60.9,Medium,"Tree, Binary Search Tree, Binary Tree"
511,Game Play Analysis I,74.7,Easy,Database
512,Game Play Analysis II,52.8,Easy,Database
513,Find Bottom Left Tree Value,71.2,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
514,Freedom Trail,59,Hard,"String, Dynamic Programming, Depth-First Search, Breadth-First Search"
515,Find Largest Value in Each Tree Row,65.7,Medium,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
516,Longest Palindromic Subsequence,62.6,Medium,"String, Dynamic Programming"
517,Super Washing Machines,41.2,Hard,"Array, Greedy"
518,Coin Change II,63.9,Medium,"Array, Dynamic Programming"
519,Random Flip Matrix,41.9,Medium,"Hash Table, Math, Reservoir Sampling, Randomized"
520,Detect Capital,56.4,Easy,String
521,Longest Uncommon Subsequence I,60.7,Easy,String
522,Longest Uncommon Subsequence II,41.5,Medium,"Array, Hash Table, Two Pointers, String, Sorting"
523,Continuous Subarray Sum,28.9,Medium,"Array, Hash Table, Math, Prefix Sum"
524,Longest Word in Dictionary through Deleting,51.2,Medium,"Array, Two Pointers, String, Sorting"
525,Contiguous Array,48.9,Medium,"Array, Hash Table, Prefix Sum"
526,Beautiful Arrangement,64.2,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
527,Word Abbreviation,61,Hard,"Array, String, Greedy, Trie, Sorting"
528,Random Pick with Weight,46.9,Medium,"Math, Binary Search, Prefix Sum, Randomized"
529,Minesweeper,66.7,Medium,"Array, Depth-First Search, Breadth-First Search, Matrix"
530,Minimum Absolute Difference in BST,58.3,Easy,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
531,Lonely Pixel I,62.3,Medium,"Array, Hash Table, Matrix"
532,K-diff Pairs in an Array,42.8,Medium,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
533,Lonely Pixel II,48.6,Medium,"Array, Hash Table, Matrix"
534,Game Play Analysis III,80.8,Medium,Database
535,Encode and Decode TinyURL,86.4,Medium,"Hash Table, String, Design, Hash Function"
536,Construct Binary Tree from String,56.9,Medium,"String, Tree, Depth-First Search, Binary Tree"
537,Complex Number Multiplication,71.8,Medium,"Math, String, Simulation"
538,Convert BST to Greater Tree,69,Medium,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
539,Minimum Time Difference,56.8,Medium,"Array, Math, String, Sorting"
540,Single Element in a Sorted Array,59.1,Medium,"Array, Binary Search"
541,Reverse String II,50.7,Easy,"Two Pointers, String"
542,01 Matrix,48.5,Medium,"Array, Dynamic Programming, Breadth-First Search, Matrix"
543,Diameter of Binary Tree,60.5,Easy,"Tree, Depth-First Search, Binary Tree"
544,Output Contest Matches,77.2,Medium,"String, Recursion, Simulation"
545,Boundary of Binary Tree,45.5,Medium,"Tree, Depth-First Search, Binary Tree"
546,Remove Boxes,47.8,Hard,"Array, Dynamic Programming, Memoization"
547,Number of Provinces,66.2,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
548,Split Array with Equal Sum,50.1,Hard,"Array, Prefix Sum"
549,Binary Tree Longest Consecutive Sequence II,49.5,Medium,"Tree, Depth-First Search, Binary Tree"
550,Game Play Analysis IV,36.3,Medium,Database
551,Student Attendance Record I,48.8,Easy,String
552,Student Attendance Record II,42.9,Hard,Dynamic Programming
553,Optimal Division,60.7,Medium,"Array, Math, Dynamic Programming"
554,Brick Wall,54.9,Medium,"Array, Hash Table"
555,Split Concatenated Strings,43.4,Medium,"Array, String, Greedy"
556,Next Greater Element III,34.1,Medium,"Math, Two Pointers, String"
557,Reverse Words in a String III,83.1,Easy,"Two Pointers, String"
558,Logical OR of Two Binary Grids Represented as Quad-Trees,49.6,Medium,"Divide and Conquer, Tree"
559,Maximum Depth of N-ary Tree,72.2,Easy,"Tree, Depth-First Search, Breadth-First Search"
560,Subarray Sum Equals K,43.6,Medium,"Array, Hash Table, Prefix Sum"
561,Array Partition,78.9,Easy,"Array, Greedy, Sorting, Counting Sort"
562,Longest Line of Consecutive One in Matrix,50.4,Medium,"Array, Dynamic Programming, Matrix"
563,Binary Tree Tilt,61.9,Easy,"Tree, Depth-First Search, Binary Tree"
564,Find the Closest Palindrome,22.4,Hard,"Math, String"
565,Array Nesting,56.3,Medium,"Array, Depth-First Search"
566,Reshape the Matrix,63.1,Easy,"Array, Matrix, Simulation"
567,Permutation in String,44.4,Medium,"Hash Table, Two Pointers, String, Sliding Window"
568,Maximum Vacation Days,45.6,Hard,"Array, Dynamic Programming, Matrix"
569,Median Employee Salary,65.9,Hard,Database
570,Managers with at Least 5 Direct Reports,50.3,Medium,Database
571,Find Median Given Frequency of Numbers,42.4,Hard,Database
572,Subtree of Another Tree,48,Easy,"Tree, Depth-First Search, String Matching, Binary Tree, Hash Function"
573,Squirrel Simulation,57.1,Medium,"Array, Math"
574,Winning Candidate,60.7,Medium,Database
575,Distribute Candies,67.7,Easy,"Array, Hash Table"
576,Out of Boundary Paths,48.1,Medium,Dynamic Programming
577,Employee Bonus,75.1,Easy,Database
578,Get Highest Answer Rate Question,40.3,Medium,Database
579,Find Cumulative Salary of an Employee,46.9,Hard,Database
580,Count Student Number in Departments,59,Medium,Database
581,Shortest Unsorted Continuous Subarray,36.9,Medium,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack"
582,Kill Process,69.3,Medium,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search"
583,Delete Operation for Two Strings,61.6,Medium,"String, Dynamic Programming"
584,Find Customer Referee,69.9,Easy,Database
585,Investments in 2016,47.7,Medium,Database
586,Customer Placing the Largest Number of Orders,64.8,Easy,Database
587,Erect the Fence,51.9,Hard,"Array, Math, Geometry"
588,Design In-Memory File System,48.1,Hard,"Hash Table, String, Design, Trie"
589,N-ary Tree Preorder Traversal,75.5,Easy,"Stack, Tree, Depth-First Search"
590,N-ary Tree Postorder Traversal,77.9,Easy,"Stack, Tree, Depth-First Search"
591,Tag Validator,38.2,Hard,"String, Stack"
592,Fraction Addition and Subtraction,53.2,Medium,"Math, String, Simulation"
593,Valid Square,44,Medium,"Math, Geometry"
594,Longest Harmonious Subsequence,54.7,Easy,"Array, Hash Table, Sorting"
595,Big Countries,68.2,Easy,Database
596,Classes More Than 5 Students,55,Easy,Database
597,Friend Requests I: Overall Acceptance Rate,41.9,Easy,Database
598,Range Addition II,56.1,Easy,"Array, Math"
599,Minimum Index Sum of Two Lists,55.5,Easy,"Array, Hash Table, String"
600,Non-negative Integers without Consecutive Ones,39.8,Hard,Dynamic Programming
601,Human Traffic of Stadium,48.6,Hard,Database
602,Friend Requests II: Who Has the Most Friends,57.3,Medium,Database
603,Consecutive Available Seats,66.1,Easy,Database
604,Design Compressed String Iterator,39.8,Easy,"Array, Hash Table, String, Design, Iterator"
605,Can Place Flowers,29.2,Easy,"Array, Greedy"
606,Construct String from Binary Tree,69.2,Medium,"String, Tree, Depth-First Search, Binary Tree"
